knee_flexion,knee_valgus,hip_flexion,trunk_inclination,ankle_dorsiflexion,landing_symmetry,risk
63.38,4.3,34.0,4.47,38.07,57.43,Low
68.39,4.55,46.48,7.02,25.58,49.19,Low
45.78,8.57,46.79,10.76,31.55,34.34,Moderate
61.63,1.49,41.08,15.93,33.35,42.15,Low
48.25,4.01,44.38,14.69,24.2,64.17,Moderate
49.39,7.3,52.99,14.87,32.31,53.9,Low
35.57,7.72,36.04,7.93,31.3,42.63,Moderate
37.25,4.44,39.7,13.63,41.49,50.27,Moderate
49.56,6.55,38.76,6.3,29.47,47.25,Low
26.15,6.9,16.89,7.95,36.92,33.95,High
25.76,18.53,31.25,21.22,33.21,35.67,High
50.2,5.38,43.19,7.07,41.74,65.63,Moderate
41.94,10.24,30.56,16.27,27.44,37.54,Moderate
55.98,3.06,35.49,6.05,39.61,65.46,Moderate
62.17,4.45,52.7,10.84,33.71,41.98,Low
54.95,4.5,41.05,9.82,37.14,61.62,Moderate
39.66,8.5,34.41,18.1,18.3,60.84,Moderate
28.25,19.66,21.59,15.65,43.6,33.94,High
39.18,10.92,37.02,18.76,23.59,57.25,Moderate
13.91,6.24,17.0,31.91,27.54,67.43,High
52.77,5.8,43.04,6.39,50.86,53.03,Low
12.44,15.95,31.85,5.58,49.92,27.93,High
20.19,6.22,24.27,21.05,34.19,29.6,High
14.99,9.3,18.43,9.2,27.32,59.75,High
36.22,7.42,38.12,13.11,31.9,43.2,Moderate
11.64,17.46,28.31,28.54,38.49,33.46,High
48.22,12.16,34.95,11.58,37.53,54.29,Moderate
15.93,9.56,26.06,22.3,15.32,38.65,High
58.74,12.38,38.56,10.0,37.96,45.28,Moderate
38.01,3.52,41.5,11.41,38.67,53.21,Moderate
40.01,11.3,39.87,19.58,19.27,57.23,Moderate
48.39,11.29,46.65,17.69,26.84,41.28,Moderate
44.75,10.71,34.97,21.25,30.39,56.59,Moderate
34.39,8.15,43.89,9.14,35.73,47.09,Moderate
36.26,8.0,39.62,6.22,39.6,43.9,Moderate
55.23,11.65,38.28,15.11,32.37,41.1,Low
36.45,8.78,30.26,15.43,20.2,62.3,Moderate
35.4,6.87,35.27,9.16,43.58,45.44,Moderate
33.24,7.19,36.3,5.16,43.21,58.2,Moderate
57.7,6.01,44.43,8.07,31.03,42.07,Low
39.17,11.0,30.85,16.84,20.7,57.28,Moderate
57.45,4.44,40.81,11.07,44.04,60.27,Low
62.19,5.23,45.42,7.19,30.69,44.71,Low
63.06,4.71,40.02,14.67,24.57,49.15,Low
43.45,8.33,44.57,6.83,44.36,37.99,Moderate
56.82,8.33,36.7,12.23,25.14,65.68,Moderate
44.71,10.17,34.91,21.39,30.76,37.4,Moderate
68.57,5.91,42.01,7.19,40.71,60.19,Low
36.48,6.95,36.07,5.59,28.05,44.42,Moderate
18.99,19.4,16.89,25.01,49.13,64.03,High
22.25,21.03,21.36,27.69,24.2,59.86,High
57.37,4.86,48.06,4.92,29.13,53.89,Low
17.57,9.73,19.15,32.75,19.22,59.12,High
61.31,12.69,34.28,12.72,25.51,43.59,Low
58.33,7.06,36.85,15.15,30.63,48.63,Low
49.21,5.55,42.67,20.61,27.45,58.05,Moderate
42.18,9.15,39.35,21.91,41.77,41.33,Moderate
63.98,1.58,54.2,7.65,37.81,44.54,Low
21.81,12.69,20.46,5.63,30.66,41.92,High
44.53,10.79,38.13,19.16,26.42,56.2,Moderate
13.41,21.58,21.59,28.39,10.0,58.55,High
51.42,6.38,43.11,13.54,26.41,36.1,Moderate
17.74,8.55,13.53,19.9,49.18,61.84,High
44.01,4.86,46.42,12.86,22.21,41.96,Low
53.29,14.07,43.76,15.44,23.99,43.39,Moderate
40.09,3.69,40.76,6.4,39.63,41.56,Moderate
26.24,7.24,23.32,12.98,41.97,34.76,High
44.47,11.49,34.3,19.49,29.27,59.14,Moderate
43.0,6.66,46.2,6.82,30.04,46.07,Low
15.78,13.91,31.72,12.62,39.27,67.63,High
53.1,9.2,41.88,23.54,27.82,44.65,Moderate
11.8,21.73,21.5,14.04,17.75,75.06,High
43.82,9.68,32.04,16.72,18.63,56.04,Moderate
40.48,11.98,30.27,19.14,21.62,41.26,Moderate
39.69,11.62,31.53,18.81,32.81,37.13,High
34.88,8.1,34.26,17.94,18.31,55.41,Moderate
21.97,13.6,26.25,18.72,27.25,65.57,High
35.58,3.95,42.82,12.33,23.67,58.35,Moderate
50.47,5.79,37.96,6.49,33.48,51.32,Low
24.09,21.55,14.15,15.61,12.7,27.46,High
59.23,5.82,44.79,4.28,33.98,43.4,Low
23.95,9.74,28.24,10.54,49.04,58.1,Moderate
49.02,5.42,45.32,8.78,36.88,48.93,Low
38.6,7.79,41.21,6.93,43.4,54.82,Moderate
53.99,7.67,38.9,6.8,37.92,45.38,Low
19.99,20.37,13.61,31.92,26.88,38.36,High
37.53,8.47,32.37,16.58,31.3,37.44,Moderate
15.15,10.66,31.28,10.74,33.38,61.66,High
37.57,11.32,28.75,20.52,26.85,60.37,Moderate
13.28,13.73,25.63,12.27,10.46,40.0,High
16.64,21.68,14.35,31.8,16.73,38.51,High
39.19,8.34,29.34,15.36,20.76,40.25,Moderate
58.19,5.95,45.19,7.28,37.05,41.5,Low
67.42,2.85,45.23,10.91,28.01,58.65,Low
45.11,10.6,32.47,17.08,20.88,62.86,Moderate
56.66,4.95,41.04,12.3,26.5,52.02,Low
45.62,8.4,46.71,7.32,28.89,65.49,Moderate
47.07,6.21,42.74,11.16,52.89,44.94,Low
52.07,8.78,53.98,10.56,28.02,44.02,Low
28.05,11.03,31.53,33.29,11.93,31.48,High
34.99,5.36,42.07,5.7,28.68,43.62,Moderate
21.7,21.17,17.36,19.47,9.61,37.34,High
37.72,12.49,35.8,17.66,22.46,41.11,Moderate
27.65,11.68,31.94,19.83,40.59,64.7,High
45.48,11.78,37.07,16.43,24.42,43.71,Moderate
14.03,14.51,21.88,29.76,47.51,73.99,High
56.37,8.0,34.34,23.02,43.85,52.26,Moderate
41.51,9.59,36.21,19.2,23.98,58.05,Moderate
43.36,11.53,33.63,16.67,18.21,60.99,Moderate
38.64,4.58,39.4,5.19,37.65,50.81,Moderate
56.02,9.5,36.44,4.25,35.61,54.76,Low
26.52,18.39,13.55,8.7,49.36,24.24,High
12.17,12.0,29.69,18.99,32.98,25.55,High
57.27,4.93,40.75,10.0,33.77,36.07,Moderate
46.45,4.41,41.56,6.38,25.63,34.95,Moderate
13.25,18.07,29.32,17.56,22.27,37.93,High
15.44,10.77,15.87,25.62,30.15,41.25,High
53.63,5.63,34.0,10.56,38.08,41.26,Low
18.04,12.96,20.67,10.4,30.19,61.81,High
20.14,21.33,30.45,8.07,38.43,62.55,High
48.66,6.2,50.55,10.89,50.44,59.31,Low
45.43,11.04,45.79,14.48,41.34,51.75,Moderate
15.63,12.1,16.47,27.67,41.4,60.32,High
52.6,4.48,53.33,15.28,29.71,39.89,Low
15.6,14.29,22.85,15.14,16.91,39.25,High
15.7,7.88,12.99,12.26,33.9,75.6,High
39.14,10.37,33.26,21.98,20.56,39.41,Moderate
37.62,6.89,40.91,6.89,23.62,54.42,Moderate
26.96,8.59,29.16,21.91,37.73,38.74,High
67.55,3.1,48.97,4.81,46.24,55.47,Low
16.53,7.05,28.41,26.81,43.99,75.93,High
34.88,3.85,44.77,10.05,37.07,55.25,Moderate
14.89,21.94,17.22,18.17,46.01,60.08,High
50.9,11.0,43.95,14.12,25.21,47.66,Low
24.68,12.39,19.25,28.09,45.36,30.79,High
16.97,14.59,29.59,25.02,32.85,60.76,High
55.86,5.8,37.44,13.16,37.91,64.12,Moderate
58.25,5.58,52.13,7.52,24.73,46.0,Low
15.73,11.45,21.49,6.47,13.31,61.27,High
55.39,6.63,44.47,4.65,29.74,53.73,Low
63.78,3.09,40.5,11.77,40.69,54.17,Low
20.75,20.83,14.86,27.63,42.79,41.57,High
40.92,3.71,37.98,10.8,23.45,44.54,Moderate
53.48,3.3,35.63,16.61,24.52,63.0,Moderate
66.26,5.76,53.21,10.24,25.37,49.1,Low
49.46,7.82,38.87,10.0,37.05,39.74,Low
18.78,14.22,21.07,29.56,40.57,59.28,High
56.92,6.39,41.2,3.78,25.74,47.85,Low
47.16,12.77,38.03,9.04,25.03,48.47,Moderate
36.3,3.23,39.19,13.52,41.99,49.06,Moderate
44.75,11.37,36.03,18.02,18.83,56.46,Moderate
49.43,13.23,47.37,11.43,41.58,52.62,Moderate
34.97,6.76,35.45,11.52,38.33,57.63,Moderate
81.42,5.63,37.52,15.84,33.59,48.51,Low
59.76,4.53,36.95,8.73,36.57,57.41,Low
22.35,11.64,13.76,22.33,19.31,60.69,High
11.18,19.11,20.84,8.82,25.5,65.83,High
13.11,21.31,19.01,16.05,16.91,75.16,High
24.16,20.45,14.14,9.95,27.96,67.27,High
45.08,9.82,34.35,17.32,26.55,62.37,Moderate
36.32,8.22,33.46,19.99,30.14,40.9,Moderate
35.56,11.64,32.98,15.48,33.14,62.22,Moderate
46.5,4.64,42.06,10.13,32.12,59.56,Low
22.15,16.08,23.69,30.7,46.94,30.27,High
50.69,8.64,41.65,12.74,28.04,65.28,Moderate
21.84,16.95,17.0,32.9,22.04,59.59,High
48.31,4.33,35.2,7.3,49.72,44.25,Low
43.0,2.74,39.82,10.37,28.43,45.61,Low
43.53,8.52,31.39,16.79,20.19,57.74,Moderate
62.92,9.5,60.48,8.41,50.92,54.4,Low
45.52,4.86,39.42,7.56,34.56,46.66,Low
34.88,12.08,30.71,20.72,24.87,61.53,High
20.23,13.88,20.48,10.52,35.35,37.17,High
13.34,8.8,30.52,31.18,29.68,60.95,High
38.77,11.85,35.39,18.44,23.65,61.31,High
42.6,11.43,38.33,20.52,28.99,58.11,Moderate
11.45,15.06,13.07,13.73,35.7,63.12,High
43.0,5.12,34.0,7.66,40.24,51.59,Low
12.23,14.68,27.3,13.18,33.84,27.26,High
54.84,5.49,44.41,13.44,29.25,47.82,Low
26.71,8.94,13.65,12.02,44.98,34.39,High
25.58,15.13,26.73,19.28,39.47,26.23,High
16.25,6.34,31.87,18.06,24.53,25.23,High
40.24,8.66,33.84,20.11,22.45,43.69,Moderate
17.34,11.17,12.21,8.15,24.2,29.48,High
19.55,6.81,29.6,8.07,26.86,72.02,High
23.26,15.36,27.17,18.31,19.96,41.34,High
14.45,12.08,16.05,17.3,31.82,38.33,High
63.66,5.57,52.93,8.79,40.99,47.83,Low
46.12,11.94,36.88,11.54,26.59,55.62,Moderate
52.66,4.87,43.84,22.27,33.32,40.33,Moderate
15.06,6.26,20.03,15.75,13.86,63.75,High
46.23,8.6,35.69,12.02,31.84,60.77,Low
11.34,8.89,22.75,24.93,40.59,64.27,High
43.0,6.48,44.2,7.6,24.77,44.1,Low
24.64,15.78,17.72,31.39,11.41,28.11,High
50.06,6.33,34.0,7.83,30.61,50.33,Low
41.03,7.15,44.67,6.13,38.27,54.18,Low
19.33,20.72,16.05,7.76,16.83,32.17,High
33.8,8.37,45.26,9.37,30.4,49.51,Moderate
47.31,4.4,35.75,24.23,44.27,43.55,Moderate
58.01,5.44,43.4,8.65,36.29,46.87,Low
40.4,11.12,35.96,17.37,27.72,55.72,Moderate
45.76,9.12,36.7,16.81,26.38,38.97,Moderate
41.39,10.22,36.44,19.87,31.22,60.83,Moderate
25.98,21.28,16.51,11.6,49.66,74.18,High
54.39,5.59,46.8,9.53,38.54,51.24,Low
53.84,4.28,49.15,5.84,52.62,60.42,Low
21.51,14.11,27.04,6.52,36.03,25.94,High
63.38,6.77,45.59,12.49,30.3,59.58,Low
39.57,10.41,32.96,16.99,24.46,39.93,Moderate
35.08,3.38,38.0,7.81,41.41,43.64,Moderate
28.23,16.68,24.03,24.96,24.0,29.51,High
45.22,10.05,37.37,20.92,22.82,57.35,Moderate
56.17,10.66,40.29,9.82,30.15,47.85,Low
16.1,10.03,25.68,6.65,40.96,37.18,High
14.94,19.25,19.32,32.82,38.37,35.86,High
21.0,10.91,12.51,18.52,49.12,74.5,High
25.28,18.18,20.53,21.28,12.85,29.47,High
45.5,8.67,41.68,22.32,23.25,47.55,Moderate
62.82,5.66,45.41,4.41,33.66,60.13,Low
27.04,7.05,12.38,17.86,19.24,68.32,High
26.97,10.18,29.7,17.71,14.95,63.82,High
14.4,18.68,17.99,9.31,39.42,26.85,High
33.33,4.76,43.07,7.3,30.18,41.62,Moderate
44.82,11.76,31.27,19.04,25.8,40.57,Moderate
50.53,4.74,42.53,8.84,26.97,46.26,Low
55.48,4.71,49.95,6.9,39.88,45.27,Low
21.61,8.98,27.54,14.8,39.94,25.13,High
57.35,5.14,43.12,11.2,22.41,53.18,Low
58.45,3.25,39.31,8.43,37.36,57.58,Low
62.44,6.35,42.92,5.04,25.1,45.06,Low
58.98,4.37,45.69,7.03,29.79,45.3,Low
11.93,6.65,24.7,29.62,40.68,26.75,High
13.55,20.92,21.52,9.69,22.71,27.49,High
51.55,7.71,36.8,8.16,30.58,61.01,Low
33.77,5.36,35.73,10.09,35.03,43.25,Moderate
20.02,13.29,12.84,25.26,47.18,35.88,High
46.22,12.07,42.38,10.23,30.34,54.14,Moderate
53.28,4.0,44.72,7.35,42.65,41.62,Low
46.01,11.73,40.73,17.08,29.19,47.26,Moderate
50.09,3.8,37.12,11.55,45.61,45.1,Low
39.33,9.47,29.37,21.84,24.07,60.93,Moderate
55.15,4.68,44.06,19.74,40.69,46.5,Moderate
27.57,16.34,28.97,26.42,34.62,74.79,High
65.14,4.79,46.86,6.19,49.1,47.67,Low
54.78,5.44,42.26,8.5,44.04,36.25,Low
51.94,6.57,40.57,11.71,31.78,51.9,Low
36.76,3.65,38.29,11.72,37.08,57.25,Moderate
24.07,21.89,21.81,18.57,21.13,59.12,High
11.56,15.81,24.55,31.03,25.37,30.42,High
40.54,9.14,36.23,15.9,22.29,37.83,Moderate
22.64,6.48,14.6,33.77,29.71,28.93,High
56.05,5.55,41.88,10.62,42.5,66.58,Moderate
53.82,5.83,46.9,10.71,36.38,54.91,Low
12.98,14.94,27.6,6.45,14.8,60.53,High
35.12,3.3,42.31,10.68,29.72,41.97,Moderate
43.0,6.87,40.58,9.92,44.64,56.96,Low
43.21,6.24,47.3,7.04,36.37,33.08,Moderate
36.49,11.13,39.81,15.5,29.86,62.29,Moderate
22.33,15.03,26.43,34.95,46.95,59.91,High
40.77,6.09,40.02,18.2,34.7,46.81,Moderate
40.38,9.52,39.93,19.6,31.57,55.82,Moderate
15.96,18.87,31.14,34.57,43.38,30.74,High
59.24,4.72,49.16,12.8,31.84,44.18,Low
16.3,16.34,23.2,23.13,17.21,74.0,High
52.19,7.24,39.62,11.67,33.45,35.58,Moderate
23.73,9.57,13.94,8.03,15.19,39.55,High
55.52,7.02,36.26,18.67,23.22,44.39,Moderate
39.35,11.26,36.93,15.27,25.55,42.56,Moderate
11.66,15.62,16.91,10.85,33.27,27.38,High
11.33,7.35,23.71,16.52,37.89,29.39,High
41.95,6.91,41.96,11.59,36.58,53.45,Low
20.8,11.79,16.72,10.57,13.27,71.18,High
60.69,3.61,41.07,8.51,20.0,56.11,Low
35.42,6.66,38.7,13.44,34.57,54.03,Moderate
59.26,2.9,45.91,12.66,39.2,43.73,Low
18.33,21.89,19.96,4.41,47.59,31.03,High
34.26,11.49,31.07,14.91,32.49,59.62,Moderate
51.16,6.24,50.2,9.44,35.53,59.65,Low
45.19,6.97,33.15,18.54,22.53,55.96,Moderate
25.74,13.54,29.85,8.93,12.93,32.72,High
12.24,14.3,12.84,18.73,15.12,69.18,High
18.83,16.27,24.52,34.22,26.88,61.27,High
11.54,8.1,19.42,8.55,42.07,65.03,High
38.44,11.26,35.62,16.66,24.33,40.02,Moderate
13.8,9.38,20.25,31.88,31.14,34.25,High
24.79,11.79,30.03,24.09,32.52,68.17,High
12.02,9.56,22.86,26.17,47.21,32.16,High
40.87,7.45,46.6,8.38,25.47,55.1,Moderate
54.02,9.29,41.0,10.86,32.45,56.35,Low
38.07,6.52,36.99,14.77,24.36,56.61,Moderate
43.12,6.71,46.59,18.41,35.53,56.84,Moderate
62.39,5.83,47.43,9.9,41.7,48.85,Low
20.15,12.29,28.43,23.54,41.28,62.52,High
15.67,16.22,26.79,31.26,9.73,39.8,High
41.31,11.19,34.97,19.1,22.97,58.27,Moderate
39.74,8.06,40.93,7.53,26.33,45.12,Moderate
44.58,4.28,45.0,24.14,22.41,43.28,Moderate
23.25,9.28,30.1,9.4,15.94,40.04,Moderate
24.13,6.11,18.44,7.52,49.84,62.77,High
44.57,9.09,43.18,7.97,22.23,43.99,Low
12.96,8.77,20.95,33.11,26.94,29.39,High
14.23,10.54,29.22,12.35,22.94,30.08,High
24.6,7.78,25.58,6.25,9.63,74.43,High
36.04,10.74,38.14,19.14,22.98,62.89,High
18.26,11.52,20.87,26.03,33.57,40.31,High
25.9,18.01,29.28,13.52,45.63,70.02,High
33.9,6.1,39.55,7.62,27.15,51.28,Moderate
40.54,7.53,47.61,8.44,43.88,51.39,Moderate
56.83,10.99,48.86,8.19,42.46,45.85,Low
27.22,6.2,14.74,7.94,12.01,40.23,Moderate
50.32,0.5,50.93,9.17,37.93,60.49,Low
59.98,6.37,41.0,2.96,28.27,54.93,Low
45.46,6.37,36.24,7.27,39.81,61.28,Moderate
57.65,4.08,46.85,20.97,29.67,51.02,Moderate
22.78,18.33,20.32,20.22,13.65,74.39,High
43.7,6.55,48.29,9.48,43.08,43.58,Low
28.07,10.81,17.81,16.12,14.84,61.34,High
50.36,5.05,43.26,24.47,29.91,45.68,Moderate
43.57,8.7,35.06,16.01,25.13,37.47,Moderate
11.49,10.36,15.87,4.76,23.28,73.52,High
12.34,8.05,16.14,8.16,29.1,75.25,High
49.95,4.41,50.95,16.0,34.39,53.84,Low
17.29,10.91,15.1,22.09,13.86,58.94,High
64.78,3.76,44.67,6.43,30.22,53.14,Low
16.87,10.84,23.31,16.65,47.24,75.23,High
13.45,14.3,18.51,30.57,41.34,31.87,High
11.94,20.6,24.25,30.4,45.89,73.82,High
45.34,10.86,39.64,17.15,20.8,61.35,Moderate
53.74,8.4,41.48,11.6,26.62,58.62,Low
50.6,4.07,40.04,11.81,44.57,48.59,Low
23.23,12.54,30.15,26.11,43.97,37.5,High
52.9,6.76,39.15,11.24,24.35,41.33,Low
14.09,20.59,23.9,20.3,21.47,34.16,High
12.2,20.59,25.88,14.52,26.55,41.29,High
74.88,6.92,48.1,9.35,29.64,45.99,Low
74.44,6.94,45.37,9.45,28.31,41.72,Low
22.04,13.45,14.72,8.79,13.91,75.1,High
55.52,5.99,35.53,16.13,35.51,39.06,Low
21.16,15.07,22.68,11.15,48.84,62.76,High
56.01,5.58,40.75,7.38,28.27,47.7,Low
33.32,4.95,36.48,6.65,39.45,50.04,Moderate
79.39,5.53,36.49,14.08,23.33,59.87,Low
49.94,11.06,39.48,6.95,41.18,54.44,Moderate
22.08,8.02,14.7,26.05,21.06,34.6,High
64.7,6.94,42.84,9.11,43.99,55.36,Low
62.6,5.49,41.75,11.37,50.83,45.24,Low
26.1,14.69,28.11,6.29,26.75,73.05,High
28.42,12.04,15.52,22.86,30.2,68.3,High
63.97,4.49,56.9,8.35,38.21,46.53,Low
44.25,7.65,47.6,12.28,26.18,37.8,Low
49.65,4.71,59.77,12.02,49.27,50.41,Low
11.37,11.58,27.66,32.37,30.81,29.26,High
36.75,12.47,35.23,15.11,26.51,39.54,Moderate
46.55,4.33,35.3,22.49,21.19,49.43,Moderate
33.76,3.14,44.06,6.46,31.63,51.81,Moderate
22.68,19.57,12.71,29.67,14.26,32.63,High
15.72,10.72,19.93,27.89,32.27,39.97,High
61.76,5.24,51.68,3.19,28.62,48.99,Low
48.98,13.56,41.67,12.09,34.32,57.34,Moderate
16.11,16.7,14.71,5.9,44.32,61.14,High
47.34,2.75,43.77,4.7,32.64,40.26,Low
20.88,21.66,16.16,18.16,47.1,37.78,High
18.35,8.41,31.03,25.0,42.11,70.03,High
24.23,14.46,19.13,25.11,20.71,71.75,High
23.8,14.69,19.24,27.27,17.7,28.74,High
34.55,10.31,39.63,14.63,26.83,40.14,Moderate
55.43,6.32,35.75,20.15,25.43,43.91,Moderate
58.82,4.01,40.16,6.87,30.33,43.79,Low
25.05,9.25,29.63,18.65,22.08,65.38,High
16.76,10.73,25.85,11.48,35.7,25.35,High
44.38,9.21,30.4,17.37,30.71,41.71,Moderate
40.54,10.47,37.72,20.79,34.7,58.8,Moderate
38.33,10.34,34.0,16.89,23.28,43.11,Moderate
39.21,5.91,46.87,7.98,41.27,55.7,Moderate
45.16,4.25,47.61,5.09,41.13,44.87,Low
21.2,21.49,26.9,7.38,29.57,66.33,High
24.53,20.07,15.17,9.59,9.76,29.4,High
57.09,4.9,35.0,9.98,41.99,64.85,Moderate
36.28,10.26,39.51,19.76,22.97,43.29,Moderate
27.68,18.79,16.83,20.99,24.55,72.37,High
17.57,9.61,27.96,15.26,31.54,74.03,High
22.02,6.51,13.57,24.15,25.42,58.79,High
14.69,8.72,19.63,25.85,32.1,29.91,High
54.86,11.58,42.7,7.31,43.45,43.51,Moderate
33.69,3.28,38.17,5.44,27.28,51.11,Moderate
43.0,4.22,35.52,11.4,20.0,57.42,Low
52.3,4.77,48.0,7.42,37.89,57.54,Low
38.99,4.57,39.43,8.35,29.64,52.61,Moderate
33.92,4.63,36.19,7.01,31.65,44.69,Moderate
49.27,7.77,39.86,6.07,26.84,35.34,Moderate
52.17,10.81,41.31,16.44,35.97,52.57,Moderate
18.85,20.4,27.05,14.76,12.59,62.25,High
43.0,3.14,43.1,5.04,29.56,54.43,Low
35.17,4.9,37.83,15.35,29.7,57.9,Moderate
41.81,10.64,32.57,20.54,25.33,41.66,Moderate
35.36,7.3,37.8,9.78,25.72,47.03,Moderate
16.51,19.04,26.56,33.92,27.13,62.46,High
22.41,19.16,18.66,32.03,37.0,36.45,High
53.79,9.49,32.5,20.0,39.01,48.71,Moderate
27.79,8.45,29.72,13.83,32.03,25.27,High
40.46,11.48,38.52,18.9,24.74,61.1,High
49.7,5.64,43.42,10.91,28.5,45.04,Low
57.32,6.39,41.46,8.08,30.46,40.72,Low
56.77,3.4,40.6,8.85,43.26,50.06,Low
16.9,7.12,12.51,9.1,45.0,69.34,High
39.24,8.62,32.83,19.38,30.27,41.66,Moderate
19.72,18.25,16.99,21.53,8.89,39.25,High
49.37,5.77,39.19,7.3,38.76,56.73,Low
18.85,6.87,21.36,8.12,8.74,29.27,High
58.43,13.49,40.82,17.36,30.88,47.98,Moderate
46.79,5.21,35.69,23.66,29.04,47.87,Moderate
43.51,8.64,37.62,16.85,26.84,60.03,Moderate
58.98,11.39,43.05,12.34,33.08,54.22,Low
39.44,7.72,37.1,12.97,22.81,45.88,Moderate
62.28,4.26,43.79,13.38,35.18,46.51,Low
25.4,10.51,17.23,11.86,47.57,41.49,High
11.67,14.86,29.86,31.0,11.58,25.02,High
48.86,7.14,43.76,9.43,40.0,54.85,Low
61.55,5.07,56.15,5.53,36.71,44.07,Low
61.63,9.36,35.1,7.24,28.01,57.71,Low
11.01,10.04,19.18,7.26,31.24,36.0,High
47.92,5.54,45.79,8.45,34.57,57.64,Low
56.06,5.46,47.19,13.35,50.27,47.41,Low
18.92,11.75,16.04,10.8,26.09,68.48,High
57.36,8.21,44.34,10.06,44.44,50.62,Low
48.98,5.81,47.61,7.58,29.44,56.56,Low
51.15,4.37,46.84,5.49,38.63,58.16,Low
26.67,13.82,30.54,26.83,23.31,29.74,High
11.07,20.3,31.05,32.84,15.87,73.0,High
73.7,3.38,46.63,9.47,30.95,53.34,Low
41.43,7.22,35.72,24.54,24.21,47.1,Moderate
15.99,11.1,15.16,5.09,33.53,73.08,High
36.77,5.03,39.04,12.35,30.13,48.43,Moderate
49.05,5.17,42.05,10.38,32.21,54.77,Low
66.96,5.45,41.32,6.4,46.36,40.84,Low
39.25,11.9,39.24,17.52,23.54,62.16,High
34.64,8.05,34.07,14.65,26.06,43.74,Moderate
41.81,9.59,30.99,18.06,18.41,38.72,Moderate
51.78,5.03,40.33,11.26,27.79,39.71,Low
58.24,5.66,47.79,8.83,31.82,33.93,Moderate
49.61,8.83,46.3,10.17,36.11,64.16,Moderate
27.75,14.18,23.32,15.59,44.19,38.35,High
53.14,9.38,45.68,18.79,24.63,47.93,Moderate
17.26,13.65,29.62,33.92,48.26,26.13,High
27.3,9.23,20.5,19.04,15.68,33.76,High
46.62,13.53,40.69,17.8,25.47,48.09,Moderate
43.06,11.23,38.76,18.22,18.16,58.82,Moderate
56.35,3.48,34.71,8.32,29.86,41.73,Low
56.02,8.25,43.02,18.66,33.57,40.0,Low
45.3,7.47,47.88,5.45,31.16,44.83,Low
44.62,3.37,48.64,10.68,29.83,42.57,Low
50.49,11.26,46.59,14.23,29.37,53.49,Moderate
11.32,21.49,14.83,9.9,24.88,34.44,High
38.48,10.4,39.13,16.38,29.54,60.13,Moderate
18.19,13.81,23.75,8.1,33.51,63.15,High
55.84,6.05,40.57,14.61,30.41,66.58,Moderate
52.66,8.82,39.85,23.8,31.94,53.55,Moderate
21.32,10.35,22.18,23.53,11.48,24.2,High
51.09,8.25,34.06,14.14,42.86,53.43,Low
16.78,15.9,28.69,24.61,24.32,67.91,High
55.09,10.64,40.23,10.98,39.23,41.44,Low
47.24,2.96,47.68,6.64,36.71,48.84,Low
20.04,16.25,18.3,23.7,46.14,38.13,High
13.67,19.01,29.2,18.88,9.52,59.68,High
54.1,5.42,47.12,10.41,30.06,44.43,Low
33.14,3.64,40.41,5.04,36.37,50.5,Moderate
48.34,5.58,42.76,9.32,36.0,39.53,Low
17.71,19.73,18.97,31.87,39.08,32.31,High
62.84,2.99,38.02,8.26,20.0,49.63,Low
56.13,4.7,42.21,6.1,43.92,60.08,Low
37.46,4.79,35.03,6.25,40.03,43.33,Moderate
77.53,3.87,48.84,9.68,27.84,54.68,Low
11.13,15.22,21.67,26.22,21.85,41.24,High
53.65,4.85,45.25,22.8,43.02,54.55,Moderate
64.76,5.38,44.55,11.89,33.59,48.9,Low
27.1,21.81,14.05,9.9,38.39,69.05,High
47.14,13.1,45.26,17.92,37.07,56.76,Moderate
43.2,3.26,41.59,8.34,23.97,60.31,Low
40.33,9.65,33.94,18.76,28.08,39.84,Moderate
49.78,4.7,43.97,11.15,27.74,61.08,Low
56.04,6.43,35.15,9.09,44.11,56.28,Low
68.53,8.71,55.21,5.28,40.35,59.03,Low
43.62,9.14,30.86,18.57,18.64,41.67,Moderate
19.6,17.19,19.23,13.37,22.83,32.05,High
55.71,5.97,54.63,11.44,43.22,58.12,Low
20.72,17.69,12.51,18.18,31.51,35.48,High
27.81,12.14,24.01,19.35,32.29,61.35,High
45.8,13.15,34.46,11.64,25.11,55.63,Moderate
16.24,11.75,16.51,21.31,39.0,66.97,High
38.63,3.31,47.89,5.12,37.75,55.82,Moderate
45.61,6.88,44.79,20.77,42.24,43.27,Moderate
52.91,5.6,43.07,7.29,44.14,52.25,Low
23.67,13.53,20.78,10.97,29.69,65.71,High
71.53,4.86,45.33,6.84,37.13,42.02,Low
42.79,4.63,36.58,21.33,25.1,58.05,Moderate
60.87,3.19,45.16,11.49,36.15,42.86,Low
23.64,7.88,16.19,12.64,22.86,59.8,High
12.02,21.88,17.77,34.15,21.5,69.06,High
52.98,5.2,44.88,8.82,43.73,51.5,Low
20.23,19.77,21.09,32.1,17.05,33.67,High
55.54,4.31,40.08,11.5,53.37,42.51,Low
35.24,8.38,47.21,11.83,32.01,55.0,Moderate
19.38,14.92,26.62,28.76,38.95,63.05,High
43.41,4.77,42.35,13.57,25.68,48.77,Low
46.89,4.96,35.96,10.52,36.43,33.79,Moderate
35.65,7.62,34.31,11.81,28.19,54.73,Moderate
13.74,8.07,25.43,14.35,44.68,66.11,High
19.31,14.22,27.9,22.44,8.22,36.78,High
